id,title,authors,categories,abstract,update_date,versions
0704.0093,"Aspects of Electron-Phonon Self-Energy Revealed from Angle-Resolved
  Photoemission Spectroscopy","W.S. Lee, S. Johnston, T.P. Devereaux, and Z.-X. Shen",cond-mat.supr-con cond-mat.str-el,"  Lattice contribution to the electronic self-energy in complex correlated
oxides is a fascinating subject that has lately stimulated lively discussions.
Expectations of electron-phonon self-energy ef...",2008-01-16,1
0704.0094,"Timing and Lensing of the Colliding Bullet Clusters: barely enough time
  and gravity to accelerate the bullet","HongSheng Zhao (SUPA, St Andrews)",astro-ph,"  We present semi-analytical constraint on the amount of dark matter in the
merging bullet galaxy cluster using the classical Local Group timing arguments.
We consider particle orbits in potential mod...",2007-05-23,1
0704.0095,"Geometry of Locally Compact Groups of Polynomial Growth and Shape of
  Large Balls",Emmanuel Breuillard,math.GR math.DG,"  We get asymptotics for the volume of large balls in an arbitrary locally
compact group G with polynomial growth. This is done via a study of the
geometry of G and a generalization of P. Pansu's thes...",2012-04-11,2
0704.0096,Much ado about 248,M.C. Nucci and P.G.L. Leach,nlin.SI,"  In this note we present three representations of a 248-dimensional Lie
algebra, namely the algebra of Lie point symmetries admitted by a system of
five trivial ordinary differential equations each o...",2007-05-23,1
0704.0097,Conformal Field Theory and Operator Algebras,Yasuyuki Kawahigashi,math-ph math.MP math.OA,"  We review recent progress in operator algebraic approach to conformal quantum
field theory. Our emphasis is on use of representation theory in classification
theory. This is based on a series of joi...",2007-05-23,1
0704.0098,Sparsely-spread CDMA - a statistical mechanics based analysis,"Jack Raymond, David Saad",cs.IT math.IT,"  Sparse Code Division Multiple Access (CDMA), a variation on the standard CDMA
method in which the spreading (signature) matrix contains only a relatively
small number of non-zero elements, is presen...",2009-11-13,5
0704.0099,On Ando's inequalities for convex and concave functions,Koenraad M.R. Audenaert and Jaspal Singh Aujla,math.FA,"  For positive semidefinite matrices $A$ and $B$, Ando and Zhan proved the
inequalities $||| f(A)+f(B) ||| \ge ||| f(A+B) |||$ and $||| g(A)+g(B) ||| \le
||| g(A+B) |||$, for any unitarily invariant n...",2007-05-23,1
0704.0100,Topology Change of Black Holes,Daisuke Ida and Masaru Siino,gr-qc,"  The topological structure of the event horizon has been investigated in terms
of the Morse theory. The elementary process of topological evolution can be
understood as a handle attachment. It has be...",2008-11-26,3
0704.0101,The birth of string theory,Paolo Di Vecchia,hep-th,"  In this contribution we go through the developments that in the years 1968 to
1974 led from the Veneziano model to the bosonic string.
...",2008-11-26,1
0704.0102,Duality and Tameness,"Marc Chardin, Steven Dale Cutkosky, Juergen Herzog and Hema Srinivasan",math.AC math.AG,"  We prove a duality theorem for certain graded algebras and show by various
examples different kinds of failure of tameness of local cohomology.
...",2007-05-23,1
0704.0103,Generalized regularly discontinuous solutions of the Einstein equations,Gianluca Gemelli,gr-qc,"  The physical consistency of the match of piecewise-$C^0$ metrics is
discussed. The mathematical theory of gravitational discontinuity hypersurfaces
is generalized to cover the match of regularly dis...",2008-11-26,1
0704.0104,"A geometric realization of sl(6,C)","Giovanni Gaiffi, Michele Grassi",math.DG math.RT,"  Given an orientable weakly self-dual manifold X of rank two, we build a
geometric realization of the Lie algebra sl(6,C) as a naturally defined algebra
L of endomorphisms of the space of differentia...",2007-05-23,1
0704.0105,Rigid subsets of symplectic manifolds,Michael Entov and Leonid Polterovich,math.SG,"  We show that there is an hierarchy of intersection rigidity properties of
sets in a closed symplectic manifold: some sets cannot be displaced by
symplectomorphisms from more sets than the others. We...",2014-01-14,2
0704.0106,Multiple Parton Scattering in Nuclei: Quark-quark Scattering,"Andreas Schafer, Xin-Nian Wang and Ben-Wei Zhang",hep-ph nucl-th,"  Modifications to quark and antiquark fragmentation functions due to
quark-quark (antiquark) double scattering in nuclear medium are studied
systematically up to order \cal{O}(\alpha_{s}^2)$ in deepl...",2008-11-26,2
0704.0107,Experimental modeling of physical laws,I. Grabec,physics.data-an,"  A physical law is represented by the probability distribution of a measured
variable. The probability density is described by measured data using an
estimator whose kernel is the instrument scatteri...",2015-05-13,1
0704.0108,Reducing SAT to 2-SAT,Sergey Gubin,cs.CC,"  Description of a polynomial time reduction of SAT to 2-SAT of polynomial
size.
...",2007-05-23,1
0704.0109,Half-metallic silicon nanowires,"Engin Durgun, Deniz Cakir, Nurten Akman, and Salim Ciraci",cond-mat.mtrl-sci cond-mat.other,"  From first-principles calculations, we predict that transition metal (TM)
atom doped silicon nanowires have a half-metallic ground state. They are
insulators for one spin-direction, but show metalli...",2007-05-23,1
0704.0110,On Equivariant Embedding of Hilbert C^* modules,Debashish Goswami,math.OA,"  We prove that an arbitrary (not necessarily countably generated) Hilbert
$G$-$\cla$ module on a G-C^* algebra $\cla$ admits an equivariant embedding
into a trivial $G-\cla$ module, provided G is a c...",2007-07-23,2
0704.0111,Invariance and the twisted Chern character : a case study,Debashish Goswami,math.QA math.KT,"  We give details of the proof of the remark made in \cite{G2} that the Chern
characters of the canonical generators on the K homology of the quantum group
$SU_q(2)$ are not invariant under the natura...",2007-05-23,1
0704.0112,"Placeholder Substructures III: A Bit-String-Driven ''Recipe Theory'' for
  Infinite-Dimensional Zero-Divisor Spaces",Robert P. C. de Marrais,math.RA,"  Zero-divisors (ZDs) derived by Cayley-Dickson Process (CDP) from
N-dimensional hypercomplex numbers (N a power of 2, at least 4) can represent
singularities and, as N approaches infinite, fractals -...",2007-11-22,3
0704.0113,"Langmuir blodgett assembly of densely aligned single walled carbon
  nanotubes from bulk materials","Xiaolin Li, Li Zhang, Xinran Wang, Iwao Shimoyama, Xiaoming Sun,
  Won-Seok Seo and Hongjie Dai (Department of Chemistry, Stanford University.)",cond-mat.mtrl-sci,"  Single walled carbon nanotubes exhibit advanced electrical and surface
properties useful for high performance nanoelectronics. Important to future
manufacturing of nanotube circuits is large scale a...",2007-05-23,1
0704.0114,Quantum Phase Transition in the Four-Spin Exchange Antiferromagnet,"Valeri N. Kotov, Dao-Xin Yao, A. H. Castro Neto, D. K. Campbell",cond-mat.str-el,"  We study the S=1/2 Heisenberg antiferromagnet on a square lattice with
nearest-neighbor and plaquette four-spin exchanges (introduced by A.W. Sandvik,
Phys. Rev. Lett. {\bf 98}, 227202 (2007).)
  Th...",2009-11-14,3
0704.0115,Smooth maps with singularities of bounded K-codimensions,Yoshifumi Ando,math.GT,"  We will prove the relative homotopy principle for smooth maps with
singularities of a given {\cal K}-invariant class with a mild condition. We
next study a filtration of the group of homotopy self-e...",2007-05-23,2
0704.0116,Stringy Jacobi fields in Morse theory,"Yong Seung Cho, Soon-Tae Hong",math-ph hep-th math.MP,"  We consider the variation of the surface spanned by closed strings in a
spacetime manifold. Using the Nambu-Goto string action, we induce the geodesic
surface equation, the geodesic surface deviatio...",2008-11-26,2
0704.0117,"Lower ground state due to counter-rotating wave interaction in trapped
  ion system","T. Liu, K.L. Wang, and M. Feng",quant-ph,"  We consider a single ion confined in a trap under radiation of two traveling
waves of lasers. In the strong-excitation regime and without the restriction of
Lamb-Dicke limit, the Hamiltonian of the ...",2009-11-13,1
0704.0118,"Strained single-crystal Al2O3 grown layer-by-layer on Nb (110) thin
  films",Paul B. Welander and James N. Eckstein,cond-mat.supr-con cond-mat.mtrl-sci,"  We report on the layer-by-layer growth of single-crystal Al2O3 thin-films on
Nb (110). Single-crystal Nb films are first prepared on A-plane sapphire,
followed by the evaporation of Al in an O2 back...",2009-11-13,1
0704.0119,"Quasi-quartet crystal electric field ground state in a tetragonal
  CeAg$_2$Ge$_2$ single crystal","A. Thamizhavel, R. Kulkarni and S. K. Dhar",cond-mat.str-el,"  We have successfully grown the single crystals of CeAg$_2$Ge$_2$, for the
first time, by flux method and studied the anisotropic physical properties by
measuring the electrical resistivity, magnetic...",2009-11-13,1
0704.0120,Strong Phase and $D^0-D^0bar$ mixing at BES-III,"Xiao-Dong Cheng, Kang-Lin He, Hai-Bo Li, Yi-Fang Wang, Mao-Zhi Yang",hep-ex hep-ph,"  Most recently, both BaBar and Belle experiments found evidences of neutral
$D$ mixing. In this paper, we discuss the constraints on the strong phase
difference in $D^0 \to K\pi$ decay from the measu...",2008-11-26,3
0704.0121,Meta-Stable Brane Configuration of Product Gauge Groups,Changhyun Ahn,hep-th,"  Starting from the N=1 SU(N_c) x SU(N_c') gauge theory with fundamental and
bifundamental flavors, we apply the Seiberg dual to the first gauge group and
obtain the N=1 dual gauge theory with dual ma...",2008-11-26,3
0704.0122,Spinor dipolar Bose-Einstein condensates; Classical spin approach,"M. Takahashi, Sankalpa Ghosh, T. Mizushima, K. Machida",cond-mat.other,"  Magnetic dipole-dipole interaction dominated Bose-Einstein condensates are
discussed under spinful situations. We treat the spin degrees of freedom as a
classical spin vector, approaching from large...",2009-11-13,2
0704.0123,"Nonlinear Dynamics of the Phonon Stimulated Emission in Microwave
  Solid-State Resonator of the Nonautonomous Phaser Generator",D. N. Makovetskii,nlin.CD cond-mat.other physics.optics,"  The microwave phonon stimulated emission (SE) has been experimentally and
numerically investigated in a nonautonomous microwave acoustic quantum
generator, called also microwave phonon laser or phas...",2009-06-25,1
0704.0124,Proper J-holomorphic discs in Stein domains of dimension 2,"Bernard Coupet, Alexandre Sukhov, and Alexander Tumanov",math.CV,"  We prove the existence of global Bishop discs in a strictly pseudoconvex
Stein domain in an almost complex manifold of complex dimension 2.
...",2008-10-05,3
0704.0125,Anisotropic thermo-elasticity in 2D -- Part I: A unified approach,Michael Reissig and Jens Wirth,math.AP,"  In this note we develop tools and techniques for the treatment of anisotropic
thermo-elasticity in two space dimensions. We use a diagonalisation technique
to obtain properties of the characteristic...",2008-04-10,3
0704.0126,I-V characteristics of the vortex state in MgB2 thin films,"Huan Yang, Ying Jia, Lei Shan, Yingzi Zhang, Hai-Hu Wen, Chenggang
  Zhuang, Zikui Liu, Qi Li, Yi Cui, Xiaoxing Xi",cond-mat.supr-con,"  The current-voltage (I-V) characteristics of various MgB2 films have been
studied at different magnetic fields parallel to c-axis. At fields \mu0H
between 0 and 5T, vortex liquid-glass transitions w...",2008-09-08,2
0704.0127,Magnetic Fingerprints of sub-100 nm Fe Nanodots,"Randy K. Dumas, Chang-Peng Li, Igor V. Roshchin, Ivan K. Schuller and
  Kai Liu",cond-mat.mtrl-sci,"  Sub-100 nm nanomagnets not only are technologically important, but also
exhibit complex magnetization reversal behaviors as their dimensions are
comparable to typical magnetic domain wall widths. He...",2007-05-23,1
0704.0128,An online repository of Swift/XRT light curves of GRBs,"P.A. Evans (1), A.P. Beardmore (1), K.L. Page (1), L.G. Tyler (1),
  J.P. Osborne (1), M.R. Goad (1), P.T. O'Brien (1), L. Vetere (2), J. Racusin
  (2), D. Morris (2), D.N. Burrows (2), M. Capalbi (3), M. Perri (3), N.
  Gehrels (4) and P. Romano (5,6) ((1) University of Leicester, (2)
  Pennsylvania State University, (3) ASI Science Data Center, (4) NASA/Goddard
  Space Flight Center, (5) INAF-Osservatorio Astronomico di Brera, (6)
  Universita' degli Studi di Milano)",astro-ph,"  Context. Swift data are revolutionising our understanding of Gamma Ray
Bursts. Since bursts fade rapidly, it is desirable to create and disseminate
accurate light curves rapidly.
  Aims. To provide ...",2009-11-13,2
